_idx,p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_model,_wave,성별,연령대,_error
941,2.0,2.0,,,,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
942,3.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
943,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
944,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
945,3.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
946,3.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
947,3.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
948,3.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
949,2.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
950,2.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
951,2.0,2.0,,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
952,3.0,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
953,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,3,
954,2.0,2.0,,,,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,exaone,2024,남성,3,
955,3.0,2.0,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
956,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
957,2.0,2.0,,,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
958,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
959,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
960,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,exaone,2024,남성,3,
961,2.0,2.0,,,,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,exaone,2024,남성,3,
962,2.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
963,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
964,3.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
965,3.0,2.0,,,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
966,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
967,3.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
968,2.0,1.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,exaone,2024,남성,3,
969,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,exaone,2024,남성,3,
970,3.0,1.0,10.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
971,2.0,2.0,,,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
972,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
973,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
974,3.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
975,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
976,2.0,1.0,10.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
977,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
978,2.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
979,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
980,2.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
981,2.0,2.0,,,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,exaone,2024,남성,3,
982,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
983,2.0,2.0,,,,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
984,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
985,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
986,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
987,2.0,1.0,10.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
988,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
989,3.0,2.0,,,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
990,2.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
991,2.0,2.0,,,,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
992,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
993,2.0,2.0,,,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
994,2.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
995,2.0,2.0,,,,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
996,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
997,2.0,1.0,10.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
998,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
999,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1000,3.0,1.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1001,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1002,2.0,2.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1003,2.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1004,2.0,2.0,,,,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1005,3.0,2.0,,,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1006,2.0,2.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,exaone,2024,남성,3,
1007,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1008,2.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1009,2.0,1.0,1.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1010,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
1011,2.0,2.0,,,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1012,2.0,2.0,,,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1013,2.0,2.0,,,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,exaone,2024,남성,3,
1014,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1015,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1016,2.0,2.0,,,,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1017,2.0,1.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1018,2.0,2.0,,,,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1019,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1020,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1021,3.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,exaone,2024,남성,3,
1022,2.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1023,2.0,2.0,,,,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,exaone,2024,남성,3,
1024,2.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,exaone,2024,남성,3,
1025,2.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1026,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,exaone,2024,남성,3,
1027,3.0,2.0,,,,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,exaone,2024,남성,3,
